attack_id,datetime,year,month,lat,lon,basin,vessel_type,attack_type,crew_injured,hostages_taken,weapons,narrative
ASAM-2016-01541,2009-05-03T17:47:00,2009,5,13.9442,48.4711,Gulf of Aden,LPG/LNG Tanker,Boarded,1,0,RPG,"LPG/LNG Tanker attacked by Hobyo-Harardhere PAG at anchorage. MOA: grappling hook boarding at low freeboard. Weapons observed: RPG-7. boarders rifled bridge & masters cabin, stole cash and electronics; 1 crew sustained injuries."
ASAM-2017-01542,2018-03-26T21:23:00,2018,3,4.0695,3.317,Gulf of Guinea,General Cargo,Boarded,0,0,Knives,"General Cargo attacked by Nigerian kidnap-for-ransom cell at anchorage. MOA: fast attack craft >150nm offshore. Weapons observed: knives/machetes. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2018-01543,2005-01-23T03:08:00,2005,1,3.0901,99.8672,Strait of Malacca,RoRo Vehicle Carrier,Boarded,1,0,Unknown,"RoRo Vehicle Carrier attacked by Free Aceh splinter (historical) in narrow channel. MOA: crew rob & flee in <30 min. Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics; 3 crew sustained injuries."
ASAM-2019-01544,2003-03-27T04:25:00,2003,3,1.9747,100.7243,Strait of Malacca,Crude Oil Tanker,Boarded,0,0,Unknown,"Crude Oil Tanker attacked by Free Aceh splinter (historical) at anchorage. MOA: nighttime stealth boarding at anchorage. Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2020-01545,2020-06-21T01:25:00,2020,6,4.8762,7.8592,Gulf of Guinea,Bulk Carrier,Hijacked,1,10,Knives,"Bulk Carrier attacked by Niger Delta militant offshoot approx 92nm offshore. MOA: AK-47 + GPMG armed boarding. Weapons observed: AK-47. vessel hijacked, crew of 19 taken to coastal anchorage; 1 crew sustained injuries; 10 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2021-01546,2003-10-16T20:35:00,2003,10,3.3485,99.3396,Strait of Malacca,Tug & Barge,Boarded,0,0,Knives,"Tug & Barge attacked by Riau Archipelago armed robbers at anchorage. MOA: knife-armed boarders, no firearms. Weapons observed: RPG-7. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2022-01547,2006-06-14T03:15:00,2006,6,5.0734,99.885,Strait of Malacca,Chemical Tanker,Fired Upon,1,0,RPG,"Chemical Tanker attacked by Indonesian coastal gang underway in transit lane. MOA: nighttime stealth boarding at anchorage. Weapons observed: small arms. master engaged evasive maneuvers, RPG and small arms fire received; 2 crew sustained injuries."
ASAM-2023-01548,2011-01-20T07:04:00,2011,1,11.4729,46.3752,Gulf of Aden,Fishing Vessel,Hijacked,0,21,Knives,"Fishing Vessel attacked by Hobyo-Harardhere PAG in narrow channel. MOA: AK-47 small arms suppression. Weapons observed: M16 + RPG. vessel hijacked, crew of 23 taken to coastal anchorage; 21 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2024-01549,2016-03-28T04:13:00,2016,3,8.3633,113.6373,South China Sea,Tug & Barge,Boarded,1,0,RPG,"Tug & Barge attacked by Vietnamese coastal robbers approx 190nm offshore. MOA: stealth anchorage boarding. Weapons observed: M16 + RPG. boarders rifled bridge & masters cabin, stole cash and electronics; 4 crew sustained injuries."
ASAM-2025-01550,2006-02-12T19:47:00,2006,2,3.4262,101.3916,Strait of Malacca,Container Ship,Suspicious Approach,0,0,Small arms,Container Ship attacked by Riau Archipelago armed robbers in narrow channel. MOA: nighttime stealth boarding at anchorage. Weapons observed: RPG-7. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-1993-01551,1996-03-28T06:41:00,1996,3,7.0587,114.7037,South China Sea,Fishing Vessel,Fired Upon,1,0,Knives,"Fishing Vessel attacked by Filipino anchor-rob crew approx 199nm offshore. MOA: product theft (diesel siphoning). Weapons observed: RPG-7. master engaged evasive maneuvers, RPG and small arms fire received; 2 crew sustained injuries."
ASAM-1994-01552,2004-01-09T02:00:00,2004,1,3.1684,101.2995,Strait of Malacca,Container Ship,Boarded,0,0,AK-47,"Container Ship attacked by Indonesian coastal gang in narrow channel. MOA: crew rob & flee in <30 min. Weapons observed: knives/machetes. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-1995-01553,2003-11-05T23:04:00,2003,11,4.4329,102.7551,Strait of Malacca,Container Ship,Boarded,1,5,AK-47,"Container Ship attacked by Free Aceh splinter (historical) at anchorage. MOA: knife-armed boarders, no firearms. Weapons observed: M16 + RPG. boarders rifled bridge & masters cabin, stole cash and electronics; 4 crew sustained injuries; 5 crew taken hostage; ransom demand transmitted within 72h."
ASAM-1996-01554,2000-12-05T22:04:00,2000,12,5.5377,119.9283,Sulu Sea,Crude Oil Tanker,Attempted,0,0,RPG,Crude Oil Tanker attacked by Sulu archipelago kidnapping ring approx 156nm offshore. MOA: hostage transfer to Jolo island camps. Weapons observed: small arms. approach broken off after master sounded alarm and engaged firehoses.
ASAM-1997-01555,2007-10-04T18:04:00,2007,10,6.324,120.831,Sulu Sea,Bulk Carrier,Hijacked,0,23,RPG,"Bulk Carrier attacked by Sulu archipelago kidnapping ring in narrow channel. MOA: speedboat intercept tug & barge. Weapons observed: knives/machetes. vessel hijacked, crew of 19 taken to coastal anchorage; 23 crew taken hostage; ransom demand transmitted within 72h."
ASAM-1998-01556,2023-08-22T02:45:00,2023,8,11.6732,49.2652,Gulf of Aden,Bulk Carrier,Boarded,0,0,Knives,"Bulk Carrier attacked by Somali pirate skiff network approx 193nm offshore. MOA: mothership-launched skiff swarm. Weapons observed: knives/machetes. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-1999-01557,2014-11-23T04:34:00,2014,11,10.819,113.7159,South China Sea,Tug & Barge,Attempted,0,0,Knives,Tug & Barge attacked by Filipino anchor-rob crew at anchorage. MOA: stealth anchorage boarding. Weapons observed: RPG-7. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2000-01558,2021-06-20T12:53:00,2021,6,1.7657,4.829,Gulf of Guinea,Chemical Tanker,Attempted,0,0,Knives,Chemical Tanker attacked by Nigerian kidnap-for-ransom cell underway in transit lane. MOA: fast attack craft >150nm offshore. Weapons observed: RPG-7. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2001-01559,2017-10-01T19:01:00,2017,10,5.5417,121.4522,Sulu Sea,Crude Oil Tanker,Boarded,0,6,Small arms,"Crude Oil Tanker attacked by Sulu archipelago kidnapping ring underway in transit lane. MOA: M16 + RPG armed boarding. Weapons observed: RPG-7. boarders rifled bridge & masters cabin, stole cash and electronics; 6 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2002-01560,2018-06-07T22:48:00,2018,6,5.6746,3.1633,Gulf of Guinea,LPG/LNG Tanker,Attempted,0,0,RPG,LPG/LNG Tanker attacked by Nigerian kidnap-for-ransom cell approx 148nm offshore. MOA: tanker product theft (siphon). Weapons observed: knives/machetes. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2003-01561,2009-06-08T22:26:00,2009,6,15.0573,48.9429,Gulf of Aden,Container Ship,Boarded,0,1,Small arms,"Container Ship attacked by Puntland-based PAG at anchorage. MOA: mothership-launched skiff swarm. Weapons observed: knives/machetes. boarders rifled bridge & masters cabin, stole cash and electronics; 1 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2004-01562,2021-12-16T23:00:00,2021,12,3.3634,5.8924,Gulf of Guinea,Crude Oil Tanker,Attempted,0,0,Small arms,Crude Oil Tanker attacked by Niger Delta militant offshoot underway in transit lane. MOA: fast attack craft >150nm offshore. Weapons observed: knives/machetes. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2005-01563,2000-11-22T23:59:00,2000,11,12.0229,48.185,Gulf of Aden,Yacht,Boarded,1,3,Small arms,"Yacht attacked by Puntland-based PAG approx 97nm offshore. MOA: RPG warning shot then boarding. Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics; 2 crew sustained injuries; 3 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2006-01564,2003-01-17T19:59:00,2003,1,3.2754,103.4396,Strait of Malacca,Bulk Carrier,Attempted,0,0,Unknown,"Bulk Carrier attacked by Free Aceh splinter (historical) approx 73nm offshore. MOA: knife-armed boarders, no firearms. Weapons observed: AK-47. approach broken off after master sounded alarm and engaged firehoses."
ASAM-2007-01565,2004-06-20T22:25:00,2004,6,3.6211,4.6202,Gulf of Guinea,Bulk Carrier,Attempted,0,0,Small arms,Bulk Carrier attacked by Niger Delta militant offshoot underway in transit lane. MOA: kidnap-for-ransom of officers. Weapons observed: AK-47. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2008-01566,2016-12-13T18:11:00,2016,12,2.6896,1.2623,Gulf of Guinea,General Cargo,Boarded,0,0,Unknown,"General Cargo attacked by Niger Delta militant offshoot at anchorage. MOA: tanker product theft (siphon). Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2009-01567,2008-06-01T18:28:00,2008,6,14.9809,48.1422,Gulf of Aden,General Cargo,Attempted,0,0,Knives,General Cargo attacked by Somali pirate skiff network approx 108nm offshore. MOA: grappling hook boarding at low freeboard. Weapons observed: small arms. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2010-01568,2019-07-03T00:09:00,2019,7,11.7491,-66.0462,Caribbean / Venezuelan,Tug & Barge,Boarded,0,0,Knives,"Tug & Barge attacked by Trinidad-Tobago smuggler crew approx 125nm offshore. MOA: small arms intimidation. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2011-01569,2009-04-06T20:01:00,2009,4,12.1737,48.7535,Gulf of Aden,Container Ship,Boarded,0,0,RPG,"Container Ship attacked by Puntland-based PAG approx 222nm offshore. MOA: RPG warning shot then boarding. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2012-01570,2006-01-07T19:09:00,2006,1,6.8518,4.949,Gulf of Guinea,General Cargo,Boarded,0,3,AK-47,"General Cargo attacked by Nigerian kidnap-for-ransom cell at anchorage. MOA: kidnap-for-ransom of officers. Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics; 3 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2013-01571,2014-10-12T00:59:00,2014,10,7.5356,114.444,South China Sea,Bulk Carrier,Boarded,0,2,RPG,"Bulk Carrier attacked by Filipino anchor-rob crew at anchorage. MOA: product theft (diesel siphoning). Weapons observed: RPG-7. boarders rifled bridge & masters cabin, stole cash and electronics; 2 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2014-01572,2010-04-22T23:19:00,2010,4,12.5475,43.9742,Gulf of Aden,Tug & Barge,Attempted,0,0,Small arms,Tug & Barge attacked by Somali pirate skiff network underway in transit lane. MOA: AK-47 small arms suppression. Weapons observed: AK-47. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2015-01573,2006-05-09T01:39:00,2006,5,4.4001,99.3675,Strait of Malacca,Offshore Supply,Suspicious Approach,0,0,Small arms,Offshore Supply attacked by Riau Archipelago armed robbers approx 19nm offshore. MOA: nighttime stealth boarding at anchorage. Weapons observed: knives/machetes. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-2016-01574,1999-08-18T04:56:00,1999,8,11.2655,-62.6197,Caribbean / Venezuelan,RoRo Vehicle Carrier,Suspicious Approach,1,0,Small arms,RoRo Vehicle Carrier attacked by Venezuelan coastal gang underway in transit lane. MOA: crew theft + minor injuries. Weapons observed: M16 + RPG. unidentified skiff shadowed vessel for 18 minutes before withdrawing; 4 crew sustained injuries.
ASAM-2017-01575,2008-08-17T03:33:00,2008,8,13.2252,49.6252,Gulf of Aden,RoRo Vehicle Carrier,Boarded,0,0,RPG,"RoRo Vehicle Carrier attacked by Puntland-based PAG at anchorage. MOA: AK-47 small arms suppression. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2018-01576,2008-11-12T02:25:00,2008,11,12.6475,48.4319,Gulf of Aden,Tug & Barge,Boarded,1,0,AK-47,"Tug & Barge attacked by Somali pirate skiff network in narrow channel. MOA: RPG warning shot then boarding. Weapons observed: RPG-7. boarders rifled bridge & masters cabin, stole cash and electronics; 2 crew sustained injuries."
ASAM-2019-01577,2001-08-05T17:18:00,2001,8,4.445,101.2966,Strait of Malacca,Container Ship,Hijacked,1,18,Knives,"Container Ship attacked by Riau Archipelago armed robbers underway in transit lane. MOA: nighttime stealth boarding at anchorage. Weapons observed: M16 + RPG. vessel hijacked, crew of 15 taken to coastal anchorage; 1 crew sustained injuries; 18 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2020-01578,2008-11-19T02:10:00,2008,11,14.516,46.7201,Gulf of Aden,Container Ship,Attempted,1,0,Unknown,Container Ship attacked by Hobyo-Harardhere PAG in narrow channel. MOA: RPG warning shot then boarding. Weapons observed: small arms. approach broken off after master sounded alarm and engaged firehoses; 1 crew sustained injuries.
ASAM-2021-01579,2021-04-12T02:42:00,2021,4,2.5935,4.6095,Gulf of Guinea,Container Ship,Boarded,1,0,Small arms,"Container Ship attacked by Nigerian kidnap-for-ransom cell at anchorage. MOA: tanker product theft (siphon). Weapons observed: RPG-7. boarders rifled bridge & masters cabin, stole cash and electronics; 4 crew sustained injuries."
ASAM-2022-01580,2018-11-20T02:34:00,2018,11,5.6843,121.2251,Sulu Sea,Crude Oil Tanker,Boarded,0,3,Small arms,"Crude Oil Tanker attacked by Abu Sayyaf maritime cell in narrow channel. MOA: speedboat intercept tug & barge. Weapons observed: RPG-7. boarders rifled bridge & masters cabin, stole cash and electronics; 3 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2023-01581,1995-10-21T05:04:00,1995,10,4.6966,7.2465,Gulf of Guinea,Bulk Carrier,Suspicious Approach,0,0,Knives,Bulk Carrier attacked by Bakassi Strike Force remnant at anchorage. MOA: tanker product theft (siphon). Weapons observed: RPG-7. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-2024-01582,2017-05-19T12:35:00,2017,5,6.2222,121.1534,Sulu Sea,Fishing Vessel,Hijacked,0,25,Small arms,"Fishing Vessel attacked by BIFF splinter group approx 58nm offshore. MOA: hostage transfer to Jolo island camps. Weapons observed: knives/machetes. vessel hijacked, crew of 28 taken to coastal anchorage; 25 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2025-01583,2014-11-07T18:57:00,2014,11,13.8648,47.2322,Gulf of Aden,LPG/LNG Tanker,Attempted,0,0,Unknown,LPG/LNG Tanker attacked by Somali pirate skiff network approx 177nm offshore. MOA: mothership-launched skiff swarm. Weapons observed: knives/machetes. approach broken off after master sounded alarm and engaged firehoses.
ASAM-1993-01584,2003-08-23T01:35:00,2003,8,5.3176,101.5637,Strait of Malacca,LPG/LNG Tanker,Boarded,0,0,Knives,"LPG/LNG Tanker attacked by Riau Archipelago armed robbers underway in transit lane. MOA: nighttime stealth boarding at anchorage. Weapons observed: knives/machetes. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-1994-01585,2006-02-24T22:11:00,2006,2,3.2066,99.6987,Strait of Malacca,Bulk Carrier,Suspicious Approach,0,0,Unknown,"Bulk Carrier attacked by Indonesian coastal gang at anchorage. MOA: knife-armed boarders, no firearms. Weapons observed: RPG-7. unidentified skiff shadowed vessel for 18 minutes before withdrawing."
ASAM-1995-01586,2012-11-02T15:36:00,2012,11,13.4711,50.2708,Gulf of Aden,Tug & Barge,Attempted,1,0,Small arms,Tug & Barge attacked by Somali pirate skiff network at anchorage. MOA: RPG warning shot then boarding. Weapons observed: M16 + RPG. approach broken off after master sounded alarm and engaged firehoses; 2 crew sustained injuries.
ASAM-1996-01587,2009-09-03T06:52:00,2009,9,13.1776,47.1126,Gulf of Aden,RoRo Vehicle Carrier,Boarded,0,0,RPG,"RoRo Vehicle Carrier attacked by Hobyo-Harardhere PAG underway in transit lane. MOA: mothership-launched skiff swarm. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-1997-01588,2011-12-15T18:58:00,2011,12,12.9033,47.9178,Gulf of Aden,Fishing Vessel,Attempted,0,0,RPG,Fishing Vessel attacked by Somali pirate skiff network approx 94nm offshore. MOA: AK-47 small arms suppression. Weapons observed: M16 + RPG. approach broken off after master sounded alarm and engaged firehoses.
ASAM-1998-01589,2018-11-03T03:33:00,2018,11,5.5171,7.6594,Gulf of Guinea,RoRo Vehicle Carrier,Boarded,1,0,Unknown,"RoRo Vehicle Carrier attacked by Niger Delta militant offshoot in narrow channel. MOA: AK-47 + GPMG armed boarding. Weapons observed: knives/machetes. boarders rifled bridge & masters cabin, stole cash and electronics; 3 crew sustained injuries."
ASAM-1999-01590,2015-05-06T06:44:00,2015,5,8.8832,112.5727,South China Sea,Crude Oil Tanker,Boarded,1,0,Small arms,"Crude Oil Tanker attacked by Filipino anchor-rob crew at anchorage. MOA: product theft (diesel siphoning). Weapons observed: knives/machetes. boarders rifled bridge & masters cabin, stole cash and electronics; 1 crew sustained injuries."
ASAM-2000-01591,2021-11-27T18:26:00,2021,11,3.7697,3.4411,Gulf of Guinea,Bulk Carrier,Attempted,0,0,RPG,Bulk Carrier attacked by Nigerian kidnap-for-ransom cell at anchorage. MOA: tanker product theft (siphon). Weapons observed: small arms. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2001-01592,2005-01-22T08:13:00,2005,1,4.5061,7.6458,Gulf of Guinea,General Cargo,Attempted,0,0,Unknown,General Cargo attacked by Nigerian kidnap-for-ransom cell in narrow channel. MOA: tanker product theft (siphon). Weapons observed: M16 + RPG. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2002-01593,2006-11-28T05:14:00,2006,11,3.0304,102.9908,Strait of Malacca,Bulk Carrier,Boarded,0,5,Knives,"Bulk Carrier attacked by Indonesian coastal gang underway in transit lane. MOA: nighttime stealth boarding at anchorage. Weapons observed: RPG-7. boarders rifled bridge & masters cabin, stole cash and electronics; 5 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2003-01594,2012-11-14T14:09:00,2012,11,13.6172,50.1392,Gulf of Aden,Yacht,Attempted,0,0,Unknown,Yacht attacked by Puntland-based PAG at anchorage. MOA: RPG warning shot then boarding. Weapons observed: AK-47. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2004-01595,2021-01-06T19:31:00,2021,1,3.1281,100.1679,Strait of Malacca,Bulk Carrier,Boarded,0,0,Knives,"Bulk Carrier attacked by Riau Archipelago armed robbers in narrow channel. MOA: crew rob & flee in <30 min. Weapons observed: M16 + RPG. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2005-01596,2002-03-22T11:32:00,2002,3,2.4314,100.9335,Strait of Malacca,Bulk Carrier,Boarded,1,3,Small arms,"Bulk Carrier attacked by Indonesian coastal gang approx 87nm offshore. MOA: fast skiff rob at narrow channel. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics; 4 crew sustained injuries; 3 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2006-01597,2015-11-04T14:18:00,2015,11,10.6758,112.5648,South China Sea,Tug & Barge,Boarded,0,0,Small arms,"Tug & Barge attacked by Filipino anchor-rob crew in narrow channel. MOA: stealth anchorage boarding. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2007-01598,2014-01-02T03:11:00,2014,1,12.4504,49.4276,Gulf of Aden,General Cargo,Hijacked,0,14,Unknown,"General Cargo attacked by Somali pirate skiff network in narrow channel. MOA: mothership-launched skiff swarm. Weapons observed: knives/machetes. vessel hijacked, crew of 26 taken to coastal anchorage; 14 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2008-01599,2009-09-23T22:38:00,2009,9,5.5448,119.0166,Sulu Sea,Fishing Vessel,Boarded,0,0,Unknown,"Fishing Vessel attacked by Sulu archipelago kidnapping ring underway in transit lane. MOA: speedboat intercept tug & barge. Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2009-01600,2006-06-20T11:36:00,2006,6,1.2201,99.215,Strait of Malacca,Chemical Tanker,Attempted,0,0,Knives,Chemical Tanker attacked by Riau Archipelago armed robbers in narrow channel. MOA: nighttime stealth boarding at anchorage. Weapons observed: knives/machetes. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2010-01601,2015-09-22T20:27:00,2015,9,10.3943,49.3773,Gulf of Aden,Fishing Vessel,Attempted,0,0,Small arms,Fishing Vessel attacked by Hobyo-Harardhere PAG approx 193nm offshore. MOA: grappling hook boarding at low freeboard. Weapons observed: M16 + RPG. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2011-01602,2019-09-22T22:41:00,2019,9,12.5834,48.6776,Gulf of Aden,Chemical Tanker,Suspicious Approach,0,0,AK-47,Chemical Tanker attacked by Puntland-based PAG at anchorage. MOA: AK-47 small arms suppression. Weapons observed: M16 + RPG. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-2012-01603,2009-04-05T06:46:00,2009,4,13.4148,52.591,Gulf of Aden,General Cargo,Fired Upon,0,0,AK-47,"General Cargo attacked by Somali pirate skiff network at anchorage. MOA: mothership-launched skiff swarm. Weapons observed: RPG-7. master engaged evasive maneuvers, RPG and small arms fire received."
ASAM-2013-01604,2021-12-21T22:12:00,2021,12,2.2743,3.3629,Gulf of Guinea,Tug & Barge,Fired Upon,0,0,RPG,"Tug & Barge attacked by Niger Delta militant offshoot at anchorage. MOA: fast attack craft >150nm offshore. Weapons observed: M16 + RPG. master engaged evasive maneuvers, RPG and small arms fire received."
ASAM-2014-01605,2009-01-27T12:01:00,2009,1,13.3017,49.5703,Gulf of Aden,General Cargo,Boarded,0,0,Small arms,"General Cargo attacked by Puntland-based PAG at anchorage. MOA: AK-47 small arms suppression. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2015-01606,2004-08-06T23:26:00,2004,8,5.0172,101.1835,Strait of Malacca,Container Ship,Suspicious Approach,0,0,AK-47,Container Ship attacked by Indonesian coastal gang underway in transit lane. MOA: crew rob & flee in <30 min. Weapons observed: small arms. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-2016-01607,2025-10-28T00:44:00,2025,10,12.3495,112.7472,South China Sea,Bulk Carrier,Boarded,0,0,Unknown,"Bulk Carrier attacked by Vietnamese coastal robbers at anchorage. MOA: product theft (diesel siphoning). Weapons observed: M16 + RPG. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2017-01608,2014-07-07T05:12:00,2014,7,2.7417,99.8629,Strait of Malacca,Bulk Carrier,Boarded,0,2,Knives,"Bulk Carrier attacked by Riau Archipelago armed robbers in narrow channel. MOA: knife-armed boarders, no firearms. Weapons observed: knives/machetes. boarders rifled bridge & masters cabin, stole cash and electronics; 2 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2018-01609,2018-08-19T21:20:00,2018,8,5.4973,4.2036,Gulf of Guinea,Bulk Carrier,Attempted,0,0,Unknown,Bulk Carrier attacked by Bakassi Strike Force remnant approx 116nm offshore. MOA: tanker product theft (siphon). Weapons observed: M16 + RPG. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2019-01610,1998-03-15T14:51:00,1998,3,1.8242,4.2197,Gulf of Guinea,Bulk Carrier,Suspicious Approach,0,0,AK-47,Bulk Carrier attacked by Bakassi Strike Force remnant at anchorage. MOA: fast attack craft >150nm offshore. Weapons observed: RPG-7. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-2020-01611,2009-07-01T04:07:00,2009,7,13.1398,49.5371,Gulf of Aden,Chemical Tanker,Boarded,0,0,AK-47,"Chemical Tanker attacked by Hobyo-Harardhere PAG in narrow channel. MOA: RPG warning shot then boarding. Weapons observed: M16 + RPG. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2021-01612,2003-12-25T21:06:00,2003,12,3.7675,99.9947,Strait of Malacca,General Cargo,Attempted,0,0,Knives,General Cargo attacked by Indonesian coastal gang approx 225nm offshore. MOA: crew rob & flee in <30 min. Weapons observed: small arms. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2022-01613,2012-05-05T11:58:00,2012,5,13.0643,49.9102,Gulf of Aden,Fishing Vessel,Boarded,0,0,Small arms,"Fishing Vessel attacked by Puntland-based PAG underway in transit lane. MOA: AK-47 small arms suppression. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2023-01614,1993-01-24T14:22:00,1993,1,3.8205,100.7507,Strait of Malacca,Crude Oil Tanker,Attempted,0,0,Knives,Crude Oil Tanker attacked by Riau Archipelago armed robbers underway in transit lane. MOA: fast skiff rob at narrow channel. Weapons observed: small arms. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2024-01615,2020-02-11T21:32:00,2020,2,4.6675,6.5628,Gulf of Guinea,Bulk Carrier,Attempted,0,0,RPG,Bulk Carrier attacked by Bakassi Strike Force remnant at anchorage. MOA: AK-47 + GPMG armed boarding. Weapons observed: M16 + RPG. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2025-01616,2016-01-02T19:59:00,2016,1,10.5793,113.554,South China Sea,General Cargo,Boarded,0,0,RPG,"General Cargo attacked by Filipino anchor-rob crew at anchorage. MOA: product theft (diesel siphoning). Weapons observed: RPG-7. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-1993-01617,2006-08-08T18:57:00,2006,8,3.0363,100.3385,Strait of Malacca,Chemical Tanker,Attempted,0,0,AK-47,Chemical Tanker attacked by Free Aceh splinter (historical) underway in transit lane. MOA: crew rob & flee in <30 min. Weapons observed: AK-47. approach broken off after master sounded alarm and engaged firehoses.
ASAM-1994-01618,2000-02-28T08:11:00,2000,2,4.7815,120.7274,Sulu Sea,Chemical Tanker,Attempted,0,0,AK-47,Chemical Tanker attacked by BIFF splinter group in narrow channel. MOA: hostage transfer to Jolo island camps. Weapons observed: M16 + RPG. approach broken off after master sounded alarm and engaged firehoses.
ASAM-1995-01619,2007-10-22T23:59:00,2007,10,13.9072,50.1311,Gulf of Aden,Bulk Carrier,Hijacked,0,25,AK-47,"Bulk Carrier attacked by Somali pirate skiff network underway in transit lane. MOA: RPG warning shot then boarding. Weapons observed: AK-47. vessel hijacked, crew of 24 taken to coastal anchorage; 25 crew taken hostage; ransom demand transmitted within 72h."
ASAM-1996-01620,2020-05-02T07:40:00,2020,5,3.2932,4.4597,Gulf of Guinea,LPG/LNG Tanker,Attempted,0,0,AK-47,LPG/LNG Tanker attacked by Nigerian kidnap-for-ransom cell at anchorage. MOA: tanker product theft (siphon). Weapons observed: knives/machetes. approach broken off after master sounded alarm and engaged firehoses.
ASAM-1997-01621,2014-04-15T20:58:00,2014,4,4.0197,7.6641,Gulf of Guinea,General Cargo,Fired Upon,0,0,Small arms,"General Cargo attacked by Bakassi Strike Force remnant underway in transit lane. MOA: fast attack craft >150nm offshore. Weapons observed: knives/machetes. master engaged evasive maneuvers, RPG and small arms fire received."
ASAM-1998-01622,2016-05-06T20:02:00,2016,5,7.8623,114.2598,South China Sea,Tug & Barge,Attempted,0,0,Unknown,Tug & Barge attacked by Vietnamese coastal robbers underway in transit lane. MOA: stealth anchorage boarding. Weapons observed: M16 + RPG. approach broken off after master sounded alarm and engaged firehoses.
ASAM-1999-01623,2016-01-02T17:50:00,2016,1,9.1896,113.8029,South China Sea,Bulk Carrier,Boarded,0,0,Small arms,"Bulk Carrier attacked by Filipino anchor-rob crew at anchorage. MOA: product theft (diesel siphoning). Weapons observed: knives/machetes. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2000-01624,2003-04-25T03:57:00,2003,4,1.0901,98.7222,Strait of Malacca,Crude Oil Tanker,Boarded,0,0,RPG,"Crude Oil Tanker attacked by Free Aceh splinter (historical) underway in transit lane. MOA: crew rob & flee in <30 min. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics."
